Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
QUAD,"Quad Graphics, Inc",24.2,$1.26B,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/quad,
KWR,Quaker Chemical Corporation,128.57,$1.72B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kwr,
QCP,"Quality Care Properties, Inc.",19.17,$1.79B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qcp,
NX,Quanex Building Products Corporation,19.5,$671.29M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nx,
PWR,"Quanta Services, Inc.",36.35,$5.28B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pwr,
QTM,Quantum Corporation,0.8592,$233.72M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/qtm,
DGX,Quest Diagnostics Incorporated,97.62,$13.42B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx,
Q,"Quintiles IMS Holdings, Inc.",78.85,$17.84B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/q,
QHC,Quorum Health Corporation,5.16,$152.14M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/qhc,
QUOT,Quotient Technology Inc.,9.5,$846.81M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/quot,
CTAA,Qwest Corporation,26.6245,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctaa,
CTBB,Qwest Corporation,24.89,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctbb,
CTU,Qwest Corporation,25.51,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctu,
CTV,Qwest Corporation,25.68,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctv,
CTW,Qwest Corporation,25.61,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctw,
CTX,Qwest Corporation,25.26,$3.17B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx,
CTY,Qwest Corporation,24.94,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cty,
CTZ,Qwest Corporation,25.34,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctz,
RRD,R.R. Donnelley & Sons Company,11.22,$784.12M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd,
RDN,Radian Group Inc.,17.83,$3.83B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rdn,
RAS,RAIT Financial Trust,3.15,$291.27M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ras,
RAS^A,RAIT Financial Trust,21.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^a,
RAS^B,RAIT Financial Trust,23.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^b,
RAS^C,RAIT Financial Trust,24.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^c,
RFT,RAIT Financial Trust,24.15,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rft,
RFTA,RAIT Financial Trust,25.1479,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rfta,
RL,Ralph Lauren Corporation,77.74,$6.39B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/rl,
RPT,Ramco-Gershenson Properties Trust,14.1,$1.12B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpt,
RPT^D,Ramco-Gershenson Properties Trust,54.5486,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpt^d,
RRC,Range Resources Corporation,29.76,$7.37B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rrc,
RJF,"Raymond James Financial, Inc.",75.92,$10.91B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjf,
RYAM,Rayonier Advanced Materials Inc.,13,$562.38M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ryam,
RYAM^A,Rayonier Advanced Materials Inc.,101.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ryam^a,
RYN,Rayonier Inc.,28.44,$3.66B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ryn,
RTN,Raytheon Company,151.4,$44.34B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtn,
RMAX,"RE/MAX Holdings, Inc.",57.9,$1.02B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/rmax,
RLGY,Realogy Holdings Corp.,29.06,$4.07B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/rlgy,
O,Realty Income Corporation,59.72,$16.19B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/o,
O^F.CL,Realty Income Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/o^f.cl,
RHT,"Red Hat, Inc.",85.61,$15.26B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht,
RLH,Red Lion Hotels Corporation,6.7,$157.42M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rlh,
RWT,"Redwood Trust, Inc.",16.74,$1.29B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rwt,
RBC,Regal Beloit Corporation,76.55,$3.43B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/rbc,
RGC,Regal Entertainment Group,22.45,$3.53B,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rgc,
REG,Regency Centers Corporation,66.35,$11.27B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/reg,
REG^G,Regency Centers Corporation,26.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reg^g,
RM,Regional Management Corp.,19.46,$226.2M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/rm,
RF,Regions Financial Corporation,14.56,$17.55B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf,
RF^A,Regions Financial Corporation,26.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^a,
RF^B,Regions Financial Corporation,27.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^b,
RGS,Regis Corporation,11.23,$519.81M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rgs,
RGA,"Reinsurance Group of America, Incorporated",127.05,$8.17B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga,
RZA,"Reinsurance Group of America, Incorporated",29.19,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rza,
RZB,"Reinsurance Group of America, Incorporated",27.35,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rzb,
RS,Reliance Steel & Aluminum Co.,80.29,$5.85B,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/rs,
RENX,RELX N.V.,18.61,$38.01B,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/renx,
RELX,RELX PLC,19.8,$40.45B,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/relx,
RNR,RenaissanceRe Holdings Ltd.,144.49,$5.9B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rnr,
RNR^C,RenaissanceRe Holdings Ltd.,25.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^c,
RNR^E,RenaissanceRe Holdings Ltd.,25.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^e,
SOL,Renesola Ltd.,2.47,$50.19M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/sol,
RENN,Renren Inc.,7.72,$524.83M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/renn,
RSG,"Republic Services, Inc.",62.61,$21.24B,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/rsg,
RMD,ResMed Inc.,70.55,$9.99B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rmd,
REN           ,Resolute Energy Corporation,44.14,$990.39M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ren,
RFP,Resolute Forest Products Inc.,5.25,$471.77M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/rfp,
RSO,Resource Capital Corp.,9.47,$297.34M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rso,
RSO^A,Resource Capital Corp.,24.4208,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^a,
RSO^B,Resource Capital Corp.,23.5584,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^b,
RSO^C,Resource Capital Corp.,24.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^c,
QSR,Restaurant Brands International Inc.,55.76,$13.11B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/qsr,
RPAI,"Retail Properties of America, Inc.",14.35,$3.4B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpai,
RPAI^A,"Retail Properties of America, Inc.",25.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpai^a,
REVG,"REV Group, Inc.",27.54,$1.75B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/revg,
REV,"Revlon, Inc.",27.1,$1.42B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rev,
REX,REX American Resources Corporation,90.95,$596.51M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rex,
REXR,"Rexford Industrial Realty, Inc.",22.77,$1.52B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rexr,
REXR^A,"Rexford Industrial Realty, Inc.",24.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexr^a,
RXN,Rexnord Corporation,22.6,$2.34B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn,
RXN^A,Rexnord Corporation,53.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxn^a,
RAI,Reynolds American Inc,63.16,$90.13B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/rai,
RH,RH,47.04,$1.69B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/rh,
RICE,Rice Energy Inc.,23.73,$4.83B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rice,
RMP,Rice Midstream Partners LP,25.4,$2.6B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/rmp,
RIC,"Richmont Mines, Inc.",7.15,$451.09M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric,
RNG,"Ringcentral, Inc.",27.7,$2.06B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/rng,
RIO,Rio Tinto Plc,41.03,$74.21B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rio,
RBA,Ritchie Bros. Auctioneers Incorporated,32.38,$3.46B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rba,
RAD,Rite Aid Corporation,4.21,$4.43B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/rad,
RIV,"RiverNorth Opportunities Fund, Inc.",19.69,$73.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/riv,
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",19.14,$210.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/opp,
RLI,RLI Corp.,58.67,$2.58B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rli,
RLJ,RLJ Lodging Trust,23.01,$2.87B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rlj,
RRTS,"Roadrunner Transportation Systems, Inc",6.65,$254.96M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rrts,
RHI,Robert Half International Inc.,45.96,$5.87B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi,
ROK,"Rockwell Automation, Inc.",155.96,$20.06B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok,
COL,"Rockwell Collins, Inc.",98.54,$12.86B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col,
RCI,"Rogers Communication, Inc.",44.38,$17.86B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/rci,
ROG,Rogers Corporation,82.95,$1.5B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rog,
ROL,"Rollins, Inc.",36.32,$7.92B,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/rol,
ROP,"Roper Technologies, Inc.",206.83,$21.07B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rop,
RST,Rosetta Stone,10.31,$228.48M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rst,
RDC,Rowan Companies plc,15.42,$1.95B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rdc,
RY,Royal Bank Of Canada,72.3,$106.65B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ry,
RY^S,Royal Bank Of Canada,25.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^s,
RY^T,Royal Bank Of Canada,29.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^t,
RBS,Royal Bank Scotland plc (The),5.9,$34.88B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs,
RBS^F,Royal Bank Scotland plc (The),25.78,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^f,
RBS^H,Royal Bank Scotland plc (The),25.82,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^h,
RBS^L,Royal Bank Scotland plc (The),25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^l,
RBS^S,Royal Bank Scotland plc (The),25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^s,
RCL,Royal Caribbean Cruises Ltd.,98.11,$21.07B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl,
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.a,
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.b,
RGT,"Royce Global Value Trust, Inc.",8.82,$91.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rgt,
RMT,"Royce Micro-Cap Trust, Inc.",8.26,$312.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmt,
RVT,"Royce Value Trust, Inc.",13.87,$1.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rvt,
RES,"RPC, Inc.",18.7,$4.07B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/res,
RPM,RPM International Inc.,54.53,$7.28B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/rpm,
RSPP,"RSP Permian, Inc.",41.5,$6.58B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rspp,
RT,"Ruby Tuesday, Inc.",2.64,$159.92M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rt,
RTEC,"Rudolph Technologies, Inc.",21.85,$682.57M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec,
R,"Ryder System, Inc.",74.76,$3.96B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r,
RYI,Ryerson Holding Corporation,12.7,$471.58M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ryi,
RHP,"Ryman Hospitality Properties, Inc.",60.83,$3.11B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhp,
SPGI,S&P Global Inc.,128.82,$33.31B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/spgi,
SBR,Sabine Royalty Trust,35.25,$513.92M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbr,
SB,"Safe Bulkers, Inc",2.17,$215.43M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sb,
SB^B,"Safe Bulkers, Inc",26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^b,
SB^C,"Safe Bulkers, Inc",19.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^c,
SB^D,"Safe Bulkers, Inc",19.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^d,
SFE,"Safeguard Scientifics, Inc.",12.65,$257.61M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/sfe,
CRM,Salesforce.com Inc,82.97,$58.7B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm,
SMM,Salient Midstream & MLP Fund,13.37,$236.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smm,
SBH,"Sally Beauty Holdings, Inc.",19.72,$2.81B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sbh,
SJT,San Juan Basin Royalty Trust,7.36,$343.04M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sjt,
SN,Sanchez Energy Corporation,9.76,$767.61M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sn,
SD,"SandRidge Energy, Inc.",17.96,$644.28M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sd,
SDT,SandRidge Mississippian Trust I,1.42,$39.76M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdt,
SDR,SandRidge Mississippian Trust II,1.43,$71.11M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdr,
PER,SandRidge Permian Trust,2.95,$154.88M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/per,
SNY,Sanofi,45.49,$117.55B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny,
SC,Santander Consumer USA Holdings Inc.,12.5,$4.49B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sc,
SOV^C,"Santander Holdings USA, Inc.",26.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sov^c,
SAP,SAP SE,98.47,$118.03B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap,
SAB,Saratoga Investment Corp,26.023,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sab,
SAR,Saratoga Investment Corp,21.54,$123.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sar,
SSL,Sasol Ltd.,30,$19.63B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssl,
BFS,"Saul Centers, Inc.",63.07,$1.36B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bfs,
BFS^C,"Saul Centers, Inc.",25.4087,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs^c,
SCG,Scana Corporation,66.12,$9.45B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg,
SLB,Schlumberger N.V.,78.21,$109.03B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/slb,
SWM,"Schweitzer-Mauduit International, Inc.",41.53,$1.27B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/swm,
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,73.85,$3.22B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic,
SALT,Scorpio Bulkers Inc.,9.25,$696.61M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/salt,
SLTB,Scorpio Bulkers Inc.,24.3635,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sltb,
SBNA,Scorpio Tankers Inc.,23.8543,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbna,
SBNB,Scorpio Tankers Inc.,25.23,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbnb,
STNG,Scorpio Tankers Inc.,4.29,$749.16M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/stng,
SMG,Scotts Miracle-Gro Company (The),92.77,$5.55B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/smg,
LBF,"Scudder Global High Income Fund, Inc.",8.5,$55.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lbf,
KMM,Scudder Multi-Market Income Trust,8.67,$194.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmm,
KTF,Scudder Municiple Income Trust,13.24,$521.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ktf,
KST,Scudder Strategic Income Trust,12.2399,$53.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kst,
KSM,Scudder Strategic Municiple Income Trust,12.42,$138.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ksm,
SA,"Seabridge Gold, Inc.",11.2,$608.4M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sa,
CKH,"SEACOR Holdings, Inc.",66.04,$1.15B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ckh,
SDRL,Seadrill Limited,0.7399,$373.24M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdrl,
SDLP,Seadrill Partners LLC,2.9,$266.28M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdlp,
SEE,Sealed Air Corporation,43.04,$8.33B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see,
SSW,Seaspan Corporation,6.56,$694.66M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ssw,
SSW^D,Seaspan Corporation,22.2784,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^d,
SSW^E,Seaspan Corporation,22.4718,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^e,
SSW^G,Seaspan Corporation,22.2387,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^g,
SSW^H,Seaspan Corporation,20.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^h,
SSWN,Seaspan Corporation,25.07,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sswn,
SEAS,"SeaWorld Entertainment, Inc.",17.91,$1.59B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas,
JBN,Select Asset Inc.,15.74,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn,
JBR,Select Asset Inc.,16.12,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr,
SEM,Select Medical Holdings Corporation,13.2,$1.75B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem,
SGZA,"Selective Insurance Group, Inc.",25.24,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza,
SEMG,Semgroup Corporation,35.7,$2.36B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg,
SMI,Semiconductor  Manufacturing International Corporation,6.29,$5.32B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi,
SRE,Sempra Energy,110.38,$27.66B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre,
ST,Sensata Technologies Holding N.V.,41.37,$7.07B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st,
SXT,Sensient Technologies Corporation,79.16,$3.51B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt,
SQNS,Sequans Communications S.A.,2.79,$209.33M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns,
SRG,Seritage Growth Properties,42.42,$2.37B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/srg,
SCI,Service Corporation International,30.36,$5.72B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci,
SERV,"ServiceMaster Global Holdings, Inc.",40.5,$5.44B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv,
NOW,"ServiceNow, Inc.",85.29,$14.33B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now,
SHAK,"Shake Shack, Inc.",33.13,$1.21B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak,
SJR,Shaw Communications Inc.,20.75,$9.73B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr,
SHLX,"Shell Midstream Partners, L.P.",32.65,$5.79B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx,
SHW,Sherwin-Williams Company (The),308.38,$28.72B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw,
SHG,Shinhan Financial Group Co Ltd,41.95,$19.89B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg,
SFL,Ship Finance International Limited,14.15,$1.32B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl,
SHOP,Shopify Inc.,68.53,$5.32B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop,
SSTK,"Shutterstock, Inc.",41.29,$1.42B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk,
SBGL,Sibanye Gold Limited,9.81,$2.28B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl,
SIG,Signet Jewelers Limited,66.22,$4.52B,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig,
SBY,Silver Bay Realty Trust Corp.,21.45,$760.85M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sby,
SSNI,"Silver Spring Networks, Inc.",10.96,$581.34M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni,
SLW,Silver Wheaton Corp,21.29,$9.4B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/slw,
SPG,"Simon Property Group, Inc.",170.56,$53.27B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg,
SPG^J,"Simon Property Group, Inc.",66.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j,
SSD,"Simpson Manufacturing Company, Inc.",42.05,$2B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd,
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",56.84,$6.14B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi,
SITE,"SiteOne Landscape Supply, Inc.",49,$1.94B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/site,
SIX,Six Flags Entertainment Corporation New,58.32,$5.34B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six,
SJW,SJW Group,47.77,$979.22M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw,
